,RecordKey,Website.ID,Website.RecordKey,SiteName,Site.section,ViceCounty,established,GridReference,Projection,Precision,lat,long,transect.OS1936.lat,Transect.OS1936.long,transect_length,section_length,section_grid_ref,H1,H2,H3,H4,habitat_description,L1,L2,land_use_description,Recorder,start_time,end_time,sunshine,wind_speed,temperature,TaxonVersionKey,species,latin,queens,workers,males,unknown,Comment,transect_comment,flower_visited,StartDate,EndDate,DateType,Year,Month,Day,Sensitive,Week,TotalCount,Year_Bin,site_count
303125,304103,33544683.0,iBRC33544683,RSPB Rainham Marshes - Rainham West 2,RSPB Rainham Marshes - Rainham West 2 - S6,,2021.0,TQ518809,OSGB,100,51.50664776,0.185899071,51.50613221,0.187541176,2542.0,596.0,TQ515813,17. Dry semi/unimproved (flower rich) neutral grassland,21. Stands of tall herbs (e.g. nettle and willow-herb beds),,,,L6 - Outdoor amenity and open spaces,L1 - Agriculture,nature reserve path through grazing marsh,"Hoare, Jerry",10:20,11:15,Sunny,"2. Wind felt on face, leaves rustle",27.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,2,1,0,,,,10/09/2023,10/09/2023,D,2023,9,10,False,36,3,2023-2024,47
303749,304107,33618994.0,iBRC33618994,Cliffe RSPB,Cliffe RSPB - S2,,2018.0,TQ724762,OSGB,100,51.45852398,0.480151307,51.45799804,0.481824779,1657.0,908.0,TQ730766,22. Dry scrub/shrub thickets,,,,,L6 - Outdoor amenity and open spaces,,"old gravel workings, now a nature reserve","Cobb, Alan",10:25,12:10,Sunny,"2. Wind felt on face, leaves rustle",21.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,1,1,0,,,Black Horehound,14/09/2023,14/09/2023,D,2023,9,14,False,37,2,2023-2024,28
303750,304117,33618997.0,iBRC33618997,Cliffe RSPB,Cliffe RSPB - S2,,2018.0,TQ724762,OSGB,100,51.45852398,0.480151307,51.45799804,0.481824779,1657.0,908.0,TQ730766,22. Dry scrub/shrub thickets,,,,,L6 - Outdoor amenity and open spaces,,"old gravel workings, now a nature reserve","Cobb, Alan",10:25,12:10,Sunny,"2. Wind felt on face, leaves rustle",21.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,1,0,0,,,Bristly Ox-tongue,14/09/2023,14/09/2023,D,2023,9,14,False,37,1,2023-2024,28
303780,304091,33544817.0,iBRC33544817,RSPB Rainham Marshes - centre-woodland,RSPB Rainham Marshes - centre-woodland - S3,,2015.0,TQ549790,OSGB,100,51.48873644,0.229697659,51.4882181,0.231343991,2032.0,329.0,TQ549790,30. Small man-made woodlands,22. Dry scrub/shrub thickets,,,"Recently planted woodland consisting of native species (hawthorn, willow, blackthorn) contains bramble, hogweed, ground ivy, bindweed and areas of buddleia.",L6 - Outdoor amenity and open spaces,,Nature reserve,"Hoare, Jerry",11:00,12:00,Sunny,"2. Wind felt on face, leaves rustle",19.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,0,1,0,,"Surveyed in reverse direction
Section 4 impassable - not surveyed",,14/09/2023,14/09/2023,D,2023,9,14,False,37,1,2023-2024,30
304095,291910,33045978.0,iBRC33045978,RSPB West Canvey Marsh,RSPB West Canvey Marsh - S2,South Essex,2017.0,TQ770846,OSGB,100,51.53255918,0.550504417,51.53204062,0.552189021,2681.0,480.0,TQ772843,17. Dry semi/unimproved (flower rich) neutral grassland,25. Hedgerows,,,"less flower rich, recently greenhayed meadow, aiming to improve floral diversity in management. These fields are managed for reptiles with a patchy thatch layer",L6 - Outdoor amenity and open spaces,L1 - Agriculture,,"Hill, Andy",10:00,11:20,Sunny/Cloudy,"2. Wind felt on face, leaves rustle",21.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,0,9,0,,,Bristly Ox-tongue,16/09/2023,16/09/2023,D,2023,9,16,False,37,9,2023-2024,65
304096,291918,33045977.0,iBRC33045977,RSPB West Canvey Marsh,RSPB West Canvey Marsh - S2,South Essex,2017.0,TQ770846,OSGB,100,51.53255918,0.550504417,51.53204062,0.552189021,2681.0,480.0,TQ772843,17. Dry semi/unimproved (flower rich) neutral grassland,25. Hedgerows,,,"less flower rich, recently greenhayed meadow, aiming to improve floral diversity in management. These fields are managed for reptiles with a patchy thatch layer",L6 - Outdoor amenity and open spaces,L1 - Agriculture,,"Hill, Andy",10:00,11:20,Sunny/Cloudy,"2. Wind felt on face, leaves rustle",21.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,0,1,0,,,Narrow-leaved Bird's-foot-trefoil,16/09/2023,16/09/2023,D,2023,9,16,False,37,1,2023-2024,65
304220,304087,34298257.0,iBRC34298257,Victory Wood One,Victory Wood - S1,,2019.0,TR090624,OSGB,100,51.3222929,0.998149621,51.32174252,0.999875792,2402.0,348.0,TR086626,18. Agriculturally improved/re-seeded/heavily fertilised grassland,,,,,L6 - Outdoor amenity and open spaces,,,"Lansdell, Emma",11:30,12:30,Cloudy,3. Leaves and twigs in slight motion,20.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,4,2,0,,,"Bristly Ox-tongue, Common knapweed",17/09/2023,17/09/2023,D,2023,9,17,False,37,6,2023-2024,47
304224,304125,34298260.0,iBRC34298260,Victory Wood One,Victory Wood - S2,,2019.0,TR090624,OSGB,100,51.3222929,0.998149621,51.32174252,0.999875792,2402.0,190.0,TR087627,18. Agriculturally improved/re-seeded/heavily fertilised grassland,,,,,L6 - Outdoor amenity and open spaces,,,"Lansdell, Emma",11:30,12:30,Cloudy,3. Leaves and twigs in slight motion,20.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,4,0,0,,,"Bristly Ox-tongue, common knapweed",17/09/2023,17/09/2023,D,2023,9,17,False,37,4,2023-2024,47
304226,304114,34298263.0,iBRC34298263,Victory Wood One,Victory Wood One - S3,,2019.0,TR090624,OSGB,100,51.3222929,0.998149621,51.32174252,0.999875792,2402.0,767.0,TR088626,18. Agriculturally improved/re-seeded/heavily fertilised grassland,,,,,L6 - Outdoor amenity and open spaces,,,"Lansdell, Emma",11:30,12:30,Cloudy,3. Leaves and twigs in slight motion,20.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,3,0,0,,,"Ragwort, red bartsia",17/09/2023,17/09/2023,D,2023,9,17,False,37,3,2023-2024,47
304228,304093,34298266.0,iBRC34298266,Victory Wood One,Victory Wood One - S5,,2019.0,TR090624,OSGB,100,51.3222929,0.998149621,51.32174252,0.999875792,2402.0,683.0,TR090621,18. Agriculturally improved/re-seeded/heavily fertilised grassland,25. Hedgerows,,,,L6 - Outdoor amenity and open spaces,L6 - Outdoor amenity and open spaces,,"Lansdell, Emma",11:30,12:30,Cloudy,3. Leaves and twigs in slight motion,20.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,0,1,0,,,Bristly Ox-tongue,17/09/2023,17/09/2023,D,2023,9,17,False,37,1,2023-2024,47
304231,304115,34298402.0,iBRC34298402,Victory Wood Two,Victory Wood Two - S1,,2021.0,TR094620,OSGB,100,51.31855416,1.003647116,51.31800326,1.005373744,1353.0,410.0,TR094620,"32. Bare ground/woodland herb/grass mosaics of woodland rides, hedgebanks and green lanes",31. Recently felled areas/early-stage woodland and coppice,22. Dry scrub/shrub thickets,,"Wide ride habitat flanked by secondary woodland aged 15 years- composition is mixed broadleaves including oak, willow sp. ash, cherry, birch, hornbeam, Guelder rose, wild service, elder, blackthorn. crab apple, hawthorn, dogwood, amongst other species. Tall herbs line areas of the wide ride including broom and a range of flora is establishing along the ride edge. A historic agricultural drainage runs west to east, lined with more mature willow including almond willow, oak and other broadleaves. It sits in close proximity to managed grassland where arisings are cut and collected during September annually. The wide ride habitat along the transect is also cut in September in a piecemeal fashion (zone 1 sections cut on a 3-5 year rotation with pinch points left) and arisings are collected. Zone 2 and 3 areas are cut on a longer rotation, and some coppiced edges are being incorporated to support a more diverse habitat structure. The site sits on London Clay soils and can become waterlogged. The grassland is predominantly neutral becoming slightly more acidic towards the southern end. The whole area is publically accessible and forms part of the managed ride network- cut three times annually.",L3 - Managed forest,L6 - Outdoor amenity and open spaces,"The ditch line does fill with water during the wetter months, and will often retain water into early summer.","Lansdell, Emma",12:15,12:50,Cloudy,4. Dust raised and small branches move,19.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,2,0,0,,,Red Bartsia,17/09/2023,17/09/2023,D,2023,9,17,False,37,2,2023-2024,13
304234,304105,34298404.0,iBRC34298404,Victory Wood Two,Victory Wood Two - S2,,2021.0,TR094620,OSGB,100,51.31855416,1.003647116,51.31800326,1.005373744,1353.0,409.0,TR098620,"32. Bare ground/woodland herb/grass mosaics of woodland rides, hedgebanks and green lanes",31. Recently felled areas/early-stage woodland and coppice,22. Dry scrub/shrub thickets,,"Wide ride habitat flanked by secondary woodland aged 15 years- composition is mixed broadleaves including oak, willow sp. ash, cherry, birch, hornbeam, Guelder rose, wild service, elder, blackthorn. crab apple, hawthorn, dogwood, amongst other species. Tall herbs line areas of the wide ride including broom and a range of flora is establishing along the ride edge. A historic agricultural drainage runs west to east, lined with more mature willow including almond willow, oak and other broadleaves. It sits in close proximity to managed grassland where arisings are cut and collected during September annually. The wide ride habitat along the transect is also cut in September in a piecemeal fashion (zone 1 sections cut on a 3-5 year rotation with pinch points left) and arisings are collected. Zone 2 and 3 areas are cut on a longer rotation, and some coppiced edges are being incorporated to support a more diverse habitat structure. The site sits on London Clay soils and can become waterlogged. The grassland is predominantly neutral becoming slightly more acidic towards the southern end. The whole area is publically accessible and forms part of the managed ride network- cut three times annually. In this section of the route, there are more open ground areas due to historic and interpretive features including a Cold War bunker and nearby links viewing platform.",L3 - Managed forest,L6 - Outdoor amenity and open spaces,"This section sits along the main ridge extending between two flanking ancient woodland habitats. This area is exposed, the site sits 2km from the North Kent coastline.","Lansdell, Emma",12:15,12:50,Cloudy,4. Dust raised and small branches move,19.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,1,0,0,,,Red Bartsia,17/09/2023,17/09/2023,D,2023,9,17,False,37,1,2023-2024,13
305042,304078,33421152.0,iBRC33421152,WBE,WBE - S1,,2023.0,TR074647,OSGB,100,51.34353109,0.976558127,51.34298353,0.978282785,1791.0,266.0,TR074647,19. Seasonally wet and wet marshy grasslands,Not Set,,,SSSI Wet grassland with a small amount of scrub adjacent to reserve track flanked by reed and wide ditch,L12 - Transport tracks and ways,L17 - Waterways,,"Gomes, Bob",10:10,11:14,Sunny/Cloudy,"2. Wind felt on face, leaves rustle",21.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,0,2,0,One on C.arvense and one on H.echioides,No bumblebees recorded in sections 2 and 3.,,27/09/2023,27/09/2023,D,2023,9,27,False,39,2,2023-2024,7
305045,304086,33421154.0,iBRC33421154,WBE,WBE - S4,,2023.0,TR074647,OSGB,100,51.34353109,0.976558127,51.34298353,0.978282785,1791.0,524.0,TR074647,22. Dry scrub/shrub thickets,19. Seasonally wet and wet marshy grasslands,,,"Old plot lands, now heavy with trees and wet seasonal wet scrub.",L41 - Unused Land,,,"Gomes, Bob",10:10,11:14,Sunny/Cloudy,"2. Wind felt on face, leaves rustle",21.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,9,1,0,,No bumblebees recorded in sections 2 and 3.,all on Helminthotheca echioides,27/09/2023,27/09/2023,D,2023,9,27,False,39,10,2023-2024,7
305347,304088,33544919.0,iBRC33544919,RSPB Rainham Marshes - river wall & anthill,RSPB Rainham Marshes - river wall & anthill - S1,,2018.0,TQ542789,OSGB,100,51.48802912,0.219579778,51.48751087,0.221224931,2027.0,400.0,TQ547787,17. Dry semi/unimproved (flower rich) neutral grassland,,,,,L6 - Outdoor amenity and open spaces,,,"Hoare, Jerry",12:30,13:15,Sunny,3. Leaves and twigs in slight motion,19.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,1,2,0,,,,29/09/2023,29/09/2023,D,2023,9,29,False,39,3,2023-2024,64
305348,304108,33544920.0,iBRC33544920,RSPB Rainham Marshes - river wall & anthill,RSPB Rainham Marshes - river wall & anthill - S4,,2018.0,TQ542789,OSGB,100,51.48802912,0.219579778,51.48751087,0.221224931,2027.0,88.0,TQ540791,17. Dry semi/unimproved (flower rich) neutral grassland,,,,,L6 - Outdoor amenity and open spaces,,,"Hoare, Jerry",12:30,13:15,Sunny,3. Leaves and twigs in slight motion,19.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,0,1,0,,,,29/09/2023,29/09/2023,D,2023,9,29,False,39,1,2023-2024,64
305657,304112,33334282.0,iBRC33334282,RSPB West Canvey Marsh,RSPB West Canvey Marsh - S2,,2017.0,TQ770846,OSGB,100,51.53255918,0.550504417,51.53204062,0.552189021,2494.0,480.0,TQ772843,17. Dry semi/unimproved (flower rich) neutral grassland,25. Hedgerows,,,"less flower rich, recently greenhayed meadow, aiming to improve floral diversity in management. These fields are managed for reptiles with a patchy thatch layer",L6 - Outdoor amenity and open spaces,L1 - Agriculture,,"Hill, Andy",10:20,11:35,Sunny/Cloudy,4. Dust raised and small branches move,18.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,0,4,0,,,Bristly Ox-tongue,07/10/2023,07/10/2023,D,2023,10,7,False,40,4,2023-2024,65
305661,304083,33334285.0,iBRC33334285,RSPB West Canvey Marsh,RSPB West Canvey Marsh - S4,,2017.0,TQ770846,OSGB,100,51.53255918,0.550504417,51.53204062,0.552189021,2494.0,460.0,TQ768845,25. Hedgerows,"32. Bare ground/woodland herb/grass mosaics of woodland rides, hedgebanks and green lanes",22. Dry scrub/shrub thickets,,"footpath between lines of dense hedgerow of elder, blackthorn, bramble, hawthorn, lined with nettle species and other flowering plants",L6 - Outdoor amenity and open spaces,,footpath sides are cut throughout summer to maintain open footpath,"Hill, Andy",10:20,11:35,Sunny/Cloudy,4. Dust raised and small branches move,18.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,0,1,0,,,Bristly Ox-tongue,07/10/2023,07/10/2023,D,2023,10,7,False,40,1,2023-2024,65
305663,304096,33334288.0,iBRC33334288,RSPB West Canvey Marsh,RSPB West Canvey Marsh - S6,,2017.0,TQ770846,OSGB,100,51.53255918,0.550504417,51.53204062,0.552189021,2494.0,519.0,TQ765849,17. Dry semi/unimproved (flower rich) neutral grassland,25. Hedgerows,"32. Bare ground/woodland herb/grass mosaics of woodland rides, hedgebanks and green lanes",,footpath flanked by hay meadow and hedgerow. nettle species and other flowering plants grow on footpath edges,L6 - Outdoor amenity and open spaces,L1 - Agriculture,footpath edges are mown periodically throughout summer to keep footpath open.,"Hill, Andy",10:20,11:35,Sunny/Cloudy,4. Dust raised and small branches move,18.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,0,1,0,,,Bristly Ox-tongue,07/10/2023,07/10/2023,D,2023,10,7,False,40,1,2023-2024,65
305708,304109,33334306.0,iBRC33334306,RSPB Bowers Marsh,RSPB Bowers Marsh - S3,,2017.0,TQ755860,OSGB,100,51.54560274,0.529598368,51.54508604,0.531281158,1714.0,230.0,TQ757862,17. Dry semi/unimproved (flower rich) neutral grassland,14. Inland swamp/fen stands without open water (e.g. reed and sedgebeds),1. Marine saltmarshes/estuaries/saline reedbeds,,"Hardstanding footpath, seasonally mown, on flower rich neutral semi improved grass, surrounded by reedbed, and brackish lagoon on one side.",L6 - Outdoor amenity and open spaces,L1 - Agriculture,,"Hill, Andy",12:50,13:20,Sunny/Cloudy,4. Dust raised and small branches move,22.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,0,1,0,,,Bristly Ox-tongue,07/10/2023,07/10/2023,D,2023,10,7,False,40,1,2023-2024,15
305709,304104,33334309.0,iBRC33334309,RSPB Bowers Marsh,RSPB Bowers Marsh - S4,,2017.0,TQ755860,OSGB,100,51.54560274,0.529598368,51.54508604,0.531281158,1714.0,215.0,TQ759861,17. Dry semi/unimproved (flower rich) neutral grassland,,,,,L6 - Outdoor amenity and open spaces,,,"Hill, Andy",12:50,13:20,Sunny/Cloudy,4. Dust raised and small branches move,22.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,0,1,0,,,Bristly Ox-tongue,07/10/2023,07/10/2023,D,2023,10,7,False,40,1,2023-2024,15
305710,304090,33334304.0,iBRC33334304,RSPB Bowers Marsh 2,RSPB Bowers Marsh 2 - S2,,2017.0,TQ755860,OSGB,100,51.54560274,0.529598368,51.54508604,0.531281158,1714.0,640.0,TQ758867,17. Dry semi/unimproved (flower rich) neutral grassland,25. Hedgerows,,,"Hardstanding footpath on flower rich neutral semi improved grass, hay meadow on one side, elm hedgerow on other side. Footpath edges seasonally mown, as with section 1. Almost 2 thirds of the way along, the path is flanked by a legume rich turtle dove plot with thorny hedgerow on one side, and hedgerow and seasonally wet semi improved, neutral, ungrazed area on the other side.",L6 - Outdoor amenity and open spaces,L1 - Agriculture,,"Hill, Andy",12:50,13:20,Sunny/Cloudy,4. Dust raised and small branches move,22.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,0,1,0,,,Bristly Ox-tongue,07/10/2023,07/10/2023,D,2023,10,7,False,40,1,2023-2024,31
306224,304126,33544997.0,iBRC33544997,RSPB Rainham Marshes - Rainham West 2,RSPB Rainham Marshes - Rainham West 2 - S2,,2021.0,TQ518809,OSGB,100,51.50664776,0.185899071,51.50613221,0.187541176,2542.0,545.0,TQ518804,25. Hedgerows,17. Dry semi/unimproved (flower rich) neutral grassland,21. Stands of tall herbs (e.g. nettle and willow-herb beds),25. Hedgerows,,L6 - Outdoor amenity and open spaces,L1 - Agriculture,nature reserve path through grazing marsh,"Hoare, Jerry",13:50,14:30,Sunny,5. Small trees in leaf begin to sway,15.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,0,1,0,,,,18/10/2023,18/10/2023,D,2023,10,18,False,42,1,2023-2024,47
306281,304080,33564716.0,iBRC33564716,"Alberta, Seasalter Levels","Alberta, Seasalter Levels - S2",,2016.0,TR080649,OSGB,100,51.34510792,0.985277435,51.3445604,0.987003145,2029.0,362.0,TR076649,17. Dry semi/unimproved (flower rich) neutral grassland,,,,Currently dry unimproved grassland with recent history of specific land management.,L41 - Unused Land,,,"Richardson, Sam",14:30,15:00,Sunny,1. Slight smoke drift,15.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,0,1,0,,,Spear Thistle,22/10/2023,22/10/2023,D,2023,10,22,False,42,1,2023-2024,10
314202,317449,35593069,iBRC35593069,RSPB Rainham Marshes - Rainham West 2,RSPB Rainham Marshes - Rainham West 2 - S4,,2021.0,TQ518809,OSGB,100,51.50664776,0.185899071,51.50613221,0.187541176,2542.0,250.0,TQ518812,17. Dry semi/unimproved (flower rich) neutral grassland,21. Stands of tall herbs (e.g. nettle and willow-herb beds),10. Fen/swamp/marsh vegetation of inland freshwater edges,,,L6 - Outdoor amenity and open spaces,L1 - Agriculture,nature reserve path through grazing marsh,"Hoare, Jerry",13:55,14:50,Sunny,"2. Wind felt on face, leaves rustle",13.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,1,0,0,0,,,,18/04/2024,18/04/2024,D,2024,4,18,False,16,1,2023-2024,47
314203,317450,36139838,iBRC36139838,Kingsdown,Kingsdown - S2,,2023.0,TQ939597,OSGB,100,51.30338753,0.780254503,51.30283866,0.781955294,1815.0,630.0,TQ937596,25. Hedgerows,38. Bare ground/weeds of arable field margins or fallow/recently abandoned arable crops,,,Pathway between arable use. Hedgerow and rough floral margin.,L1 - Agriculture,,"Farmer is keen to increase biodiversity and farms regeneratively. Reduced fertiliser use, but herbicide used in no till management.","Brookman, Amanda",15:15,16:35,Sunny/Cloudy,"2. Wind felt on face, leaves rustle",19.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,1,0,0,0,Photos checked,On White Dead-nettle,,17/05/2024,17/05/2024,D,2024,5,17,False,20,1,2023-2024,1
314205,317452,35593045,iBRC35593045,RSPB Rainham Marshes - river wall & anthill,RSPB Rainham Marshes - river wall & anthill - S1,,2018.0,TQ542789,OSGB,100,51.48802912,0.219579778,51.48751087,0.221224931,2027.0,400.0,TQ547787,17. Dry semi/unimproved (flower rich) neutral grassland,,,,,L6 - Outdoor amenity and open spaces,,,"Hoare, Jerry",12:45,13:35,Sunny/Cloudy,3. Leaves and twigs in slight motion,15.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,1,0,0,0,,,,08/04/2024,08/04/2024,D,2024,4,8,False,15,1,2023-2024,64
314206,317453,35630726,iBRC35630726,Canvey Wick Nature Reserve,Canvey Wick Nature Reserve - S3,,2018.0,TQ766833,OSGB,100,51.52100702,0.544092322,51.52048723,0.545775705,1408.0,117.0,TQ768831,,,,,,,,,"Mathers, Keelan",11:45,12:40,Sunny/Cloudy,3. Leaves and twigs in slight motion,13.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,0,0,1,,,,29/04/2024,29/04/2024,D,2024,4,29,False,18,1,2023-2024,17
314208,317455,35739541,iBRC35739541,"Ferry Marsh, Iwade","Ferry Marsh, Iwade - S4",,2023.0,TQ909696,OSGB,100,51.3933167,0.74257663,51.39277884,0.744277021,2764.0,288.0,TQ904696,1. Marine saltmarshes/estuaries/saline reedbeds,22. Dry scrub/shrub thickets,19. Seasonally wet and wet marshy grasslands,,base of sea wall along ditch edges . scrub bramble wet ground,L41 - Unused Land,L17 - Waterways,base of sea wall. borders scrubby area next to ditches and marsh. Ferry marsh owned by wildfowlers and managed for birds,"Thorpe, Karen",12:10,13:10,Sunny/Cloudy,"2. Wind felt on face, leaves rustle",14.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,1,0,0,0,,Under the bridge - large amounts of forage. Limited on sections 2-5. Bithynian vetch just started to flower on section 4.,Bithynian Vetch,04/05/2024,04/05/2024,D,2024,5,4,False,18,1,2023-2024,6
314209,317456,35593067,iBRC35593067,RSPB Rainham Marshes - Rainham West 2,RSPB Rainham Marshes - Rainham West 2 - S3,,2021.0,TQ518809,OSGB,100,51.50664776,0.185899071,51.50613221,0.187541176,2542.0,488.0,TQ521809,17. Dry semi/unimproved (flower rich) neutral grassland,21. Stands of tall herbs (e.g. nettle and willow-herb beds),10. Fen/swamp/marsh vegetation of inland freshwater edges,,,L6 - Outdoor amenity and open spaces,L1 - Agriculture,nature reserve path through grazing marsh,"Hoare, Jerry",13:55,14:50,Sunny,"2. Wind felt on face, leaves rustle",13.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,1,0,0,0,,,,18/04/2024,18/04/2024,D,2024,4,18,False,16,1,2023-2024,47
314210,317457,35630731,iBRC35630731,Canvey Wick Nature Reserve,Canvey Wick Nature Reserve - S5,,2018.0,TQ766833,OSGB,100,51.52100702,0.544092322,51.52048723,0.545775705,1408.0,185.0,TQ767834,,,,,,,,,"Mathers, Keelan",11:45,12:40,Sunny/Cloudy,3. Leaves and twigs in slight motion,13.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,1,0,0,0,,,,29/04/2024,29/04/2024,D,2024,4,29,False,18,1,2023-2024,17
314211,317458,35593064,iBRC35593064,RSPB Rainham Marshes - Rainham West 2,RSPB Rainham Marshes - Rainham West 2 - S2,,2021.0,TQ518809,OSGB,100,51.50664776,0.185899071,51.50613221,0.187541176,2542.0,545.0,TQ518804,25. Hedgerows,17. Dry semi/unimproved (flower rich) neutral grassland,21. Stands of tall herbs (e.g. nettle and willow-herb beds),25. Hedgerows,,L6 - Outdoor amenity and open spaces,L1 - Agriculture,nature reserve path through grazing marsh,"Hoare, Jerry",13:55,14:50,Sunny,"2. Wind felt on face, leaves rustle",13.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,1,0,0,0,,,,18/04/2024,18/04/2024,D,2024,4,18,False,16,1,2023-2024,47
314212,317459,36008267,iBRC36008267,RSPB Wallasea Island Seawall 2,RSPB Wallasea Island Seawall 2 - S1,,2019.0,TQ955945,OSGB,100,51.61536853,0.822401907,51.61485499,0.824120952,2531.0,1285.0,TQ955945,,,,,,,,,"Prior, Richard",10:30,11:50,Sunny/Cloudy,"2. Wind felt on face, leaves rustle",17.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,1,0,0,,,,13/05/2024,13/05/2024,D,2024,5,13,False,20,1,2023-2024,7
314213,317460,36157185,iBRC36157185,RSPB West Canvey Marsh,RSPB West Canvey Marsh - S5,,2017.0,TQ770846,OSGB,100,51.53255918,0.550504417,51.53204062,0.552189021,2494.0,273.0,TQ764847,17. Dry semi/unimproved (flower rich) neutral grassland,22. Dry scrub/shrub thickets,1. Marine saltmarshes/estuaries/saline reedbeds,,sea wall with long vegetation and scattered scrub. Grazed by cattle.,L6 - Outdoor amenity and open spaces,,grazed by cattle. public footpath through middle,"Hill, Andy",14:20,15:30,Sunny/Cloudy,"2. Wind felt on face, leaves rustle",18.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,1,0,0,0,,,Common Vetch,25/05/2024,25/05/2024,D,2024,5,25,False,21,1,2023-2024,65
320569,323816,36471677,iBRC36471677,"Faversham Road, Seasalter","Faversham Road, Seasalter - S3",,2018.0,TR061647,OSGB,100,51.34400356,0.957918917,51.34345638,0.959641493,1433.0,405.0,TR060646,17. Dry semi/unimproved (flower rich) neutral grassland,,,,"Longer, tussocky grassland along base of sea wall with shorter sward on landward side",L6 - Outdoor amenity and open spaces,,Berm of sea wall,"Forster, Nicola",0.590277778,0.634722222,Sunny/Cloudy,1. Slight smoke drift,18.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,1,0,0,,,,19/09/2023,19/09/2023,D,2023,9,19,False,38,1,2023-2024,7
320570,323817,36365207,iBRC36365207,Cliffe RSPB,Cliffe RSPB - S2,,2018.0,TQ724762,OSGB,100,51.45852398,0.480151307,51.45799804,0.481824779,1657.0,908.0,TQ730766,22. Dry scrub/shrub thickets,,,,,L6 - Outdoor amenity and open spaces,,"old gravel workings, now a nature reserve","Cobb, Alan",0.447916667,0.520833333,Sunny/Cloudy,1. Slight smoke drift,9.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,2,0,0,0,,,White Deadnettle,26/04/2024,26/04/2024,D,2024,4,26,False,17,2,2023-2024,28
320571,323818,36365465,iBRC36365465,Cliffe RSPB,Cliffe RSPB - S2,,2018.0,TQ724762,OSGB,100,51.45852398,0.480151307,51.45799804,0.481824779,1657.0,908.0,TQ730766,22. Dry scrub/shrub thickets,,,,,L6 - Outdoor amenity and open spaces,,"old gravel workings, now a nature reserve","Cobb, Alan",0.4375,0.506944444,Sunny,"2. Wind felt on face, leaves rustle",17.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,3,0,0,0,,,Bramble,06/06/2024,06/06/2024,D,2024,6,6,False,23,3,2023-2024,28
320572,323819,36365211,iBRC36365211,Cliffe RSPB,Cliffe RSPB - S2,,2018.0,TQ724762,OSGB,100,51.45852398,0.480151307,51.45799804,0.481824779,1657.0,908.0,TQ730766,22. Dry scrub/shrub thickets,,,,,L6 - Outdoor amenity and open spaces,,"old gravel workings, now a nature reserve","Cobb, Alan",0.447916667,0.520833333,Sunny/Cloudy,1. Slight smoke drift,9.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,1,0,0,0,Warming up,,,26/04/2024,26/04/2024,D,2024,4,26,False,17,1,2023-2024,28
